cz,czname,state,lat,lon,c1980_85,am,rm,amfemale,rmfemale,ammale,rmmale,fracblack,racseg,incseg,segpov25,segafl75,fraccom15,hipc,gini,incsh1,ginibot99,frac2575,loctr,locgexp,schexp,tsr,tsperc,hsdrop,colpc,coltui,colgrad,lfpr,manshare,chimp,tlfpr,migirate,migorate,fracfor,scind,fracrel,crimer,fracsm,fracdiv,fracmar,incgrth
26202,East Grant UT,ND,46.410473,-101.707319,,,,,,,,0.0,0.0048959,0.0085906,0.0032451,0.0063198,0.5516866,30351.65,0.20178,,,,0.0226879,1740.772,6.845987,11.324295,,,,,,0.5462031,0.0300946,0.0717667,,,,0.0155613,0.46317039,0.8542767,0.000352,0.0909091,0.0483871,0.6514337,0.0457624
26203,Linton,ND,46.261763609591384,-99.78188564959822,823.0,63.54975,0.06751,,,,,0.0003988,0.0092598,0.0019374,0.0011529,0.0021973,0.6459865,34910.25,0.26117,4.489,0.21628,0.62308,0.0215399,1455.975,5.6651243,13.939474,13.55243,-0.0428508,,,,0.5414084,0.0271354,0.0638223,0.0054318,0.0,0.0118655898,0.0060012,2.6608137,1.023631,0.0,0.0861742,0.0395041,0.6551598,0.0165237
26204,Steele,ND,46.998253,-99.794884,,,,,,,,0.0018162,0.0134738,0.0011582,0.0002925,-0.0001496,0.5400891,29679.99,0.27683,,,,0.0231399,1648.559,7.0490694,12.192386,,,,,,0.5500481,0.0305273,1.58e-06,,0.0083545223,0.0138031239,0.0082547,2.2499142,0.8016709,0.0003632,0.0890411,0.047981,0.6251782,0.0305428
26301,Devils Lake,ND,48.121715762238054,-98.83361795018321,2175.0,47.5035,0.46062,47.22725,0.52989,47.74225,0.40041,0.0014069,0.4523666,0.0268359,0.0245127,0.022206,0.6267831,32686.59,0.33566,5.591,0.27975,0.60346,0.0225695,1715.921,5.5580368,14.790943,0.4393224,-0.0058627,0.0879314,1628.25,0.0131148,0.6128886,0.0601542,0.7116309,0.0064658,0.0043965707,0.0134095406,0.0124226,2.3886532,0.8811167,0.0004836,0.2102232,0.0814732,0.5469866,-0.0028132
26302,Carrington,ND,47.584895687770405,-98.92893731150852,616.0,59.4075,0.26106,,,,,0.0010743,0.043901,0.0057019,0.0105457,0.0043014,0.6557502,36561.34,0.32072,7.593,0.24479,0.68224,0.022828,1576.291,4.7484955,16.018961,6.691137,-0.0406114,,,,0.6150135,0.1122047,0.0758264,0.0067568,0.0041436464,0.0096685083,0.0099788,2.5568673,0.8809085,0.0001535,0.1331719,0.0560801,0.6297206,0.0130282
26303,Turtle Mountain UT,ND,48.76255368809074,-99.71495771644612,1854.0,40.819,0.36312,39.48325,0.41741,42.10275,0.31503,0.0007251,0.4596293,0.018191,0.0280694,0.0055657,0.5739002,25045.23,0.39366,7.113,0.32253,0.47497,0.0160657,1726.02,6.4153729,12.610338,-16.988,0.0482126,0.060423,1344.0,-0.1753591,0.5804397,0.0636954,3.065663,0.0053219,0.0079758308,0.0140785498,0.0119229,0.42506686,1.018731,0.0001208,0.332038,0.0965832,0.4779263,-0.0094734
26304,Minot,ND,48.328073854800316,-101.34857310571277,6505.0,56.233,0.23352,55.4715,0.24214,57.04275,0.22319,0.0172791,0.0883124,0.0300173,0.0347964,0.0261187,0.6059108,31148.84,0.32174,8.634,0.2354,0.6781,0.0182339,1625.456,4.7484523,16.485718,8.783473,-0.0271131,0.0268309,2020.5,-0.0335729,0.6679736,0.0317294,0.0899515,0.005824,0.0153472586,0.0236916596,0.0194949,1.2368719,0.6142257,0.0001878,0.1563933,0.0786394,0.5907624,0.0163297
26305,Rugby,ND,47.862856608083284,-99.89694296815676,1027.0,59.953,0.2406,61.06425,0.24537,58.67225,0.23769,0.0011317,0.0189479,0.0141718,0.0049316,0.0197506,0.6646943,33946.88,0.36857,10.406,0.26451,0.64728,0.0223555,1410.288,5.2528683,13.702341,12.36865,-0.0290931,,,,0.5598785,0.0322034,0.0210482,0.0067686,0.0021763733,0.0084443284,0.0100955,2.3794512,0.838339,0.0,0.1386454,0.060926,0.6298251,0.0095928
26401,Ekalaka,SD,45.587178282156366,-103.97276241393443,304.0,,,,,,,0.001843,0.0148208,0.0028451,0.0042419,0.0002502,0.6651532,25282.67,0.2254,,,,0.0545115,2352.459,5.8644068,11.507966,,,,,,0.6919242,0.006555,0.0112601,,,,0.0077012,1.9671193,0.5079248,0.0003686,0.1107784,0.0741279,0.6531008,0.0346713
26402,Baker,MT,46.371424,-104.414158,353.0,,,,,,,0.0014099,0.0,0.0,0.0,0.0,0.7128245,30324.57,0.26652,,,,0.0412325,4109.894,7.3059896,12.803385,,,,,,0.6647165,0.0069979,0.0039342,,,,0.0095171,1.6053761,0.8657032,0.0017624,0.1092896,0.0722417,0.6510508,0.0301415
26403,Bowman,ND,46.18798754075061,-103.4244768167888,383.0,,,,,,,0.0002494,0.0151796,0.0058237,0.0073195,0.0023152,0.6481914,34193.54,0.29706,,,,0.0199161,1819.898,5.7717791,12.160491,,,,,,0.6647174,0.03003,0.0995392,,0.0,0.0039910202,0.003587,2.4595867,0.8929908,0.0,0.081761,0.0645161,0.6483238,0.0215182
26404,Lemmon,ND,46.034786144915174,-102.50955398720501,865.0,61.26925,0.17901,,,,,0.0024219,0.0416486,0.0009426,0.0001902,0.0001555,0.704015,34793.17,0.31011,8.434999,0.22576,0.67333,0.0284768,1943.228,6.4041804,13.429911,17.08643,-0.0357026,,,,0.5987663,0.0538251,0.5925828,0.0069211,0.0,0.0076115788,0.0096408,3.1613503,0.8865183,0.0001153,0.120202,0.0558368,0.633474,0.0133538
26405,Scobey,MT,48.79152,-105.399545,,,,,,,,0.0,0.0065961,0.0118222,0.0098732,0.0122957,0.7104558,32704.5,0.26245,,,,0.0331016,3841.13,8.5140845,11.767371,,,,,,0.5672295,0.004561,0.0045762,,,,0.0483953,2.8411814,1.308379,0.0014874,0.1497585,0.0852761,0.6006135,0.0208077
26406,Wolf Point,MT,48.11020226297552,-105.11603231284369,1331.0,43.58925,0.30069,43.2395,0.2215,44.008,0.37864,0.0008732,0.3001167,0.0135939,0.0143012,0.0093913,0.7000459,24254.0,0.33025,5.489,0.27536,0.52667,0.0319146,2391.714,7.0136903,14.137481,-10.31551,0.0381981,0.079384,1200.0,-0.2340864,0.6262342,0.0163673,2.8309,0.0050129,0.0046836548,0.0072239422,0.0084844,0.36422189,0.7928872,0.0003175,0.2611684,0.1063942,0.5160915,0.0069436
26407,Plentywood,MT,48.706724,-104.456802,417.0,,,,,,,0.0009744,0.0141644,0.0037856,0.0047031,0.0019281,0.6808777,33726.7,0.26289,,,,0.0279083,2408.495,7.2808219,12.997945,,,,,,0.590282,0.028481,1.46e-07,,0.0,0.0070645554,0.0183309,1.269775,0.7576126,0.0009744,0.0951374,0.0676428,0.6070278,0.0306275
26408,Glasgow,MT,48.297811521190866,-107.04657725309653,1246.0,51.10375,0.28047,52.44725,0.19917,49.66575,0.36755,0.0012219,0.212774,0.0206645,0.0224724,0.0142719,0.6966601,31217.48,0.31823,4.758,0.27065,0.60942,0.0368422,6900.015,7.4909977,13.595161,9.237108,-0.027613,,,,0.6181893,0.0144087,0.0821073,0.0060457,0.0050505051,0.0101824699,0.0108599,1.5642835,0.5974259,0.0009775,0.1645078,0.074295,0.6129587,0.0236293
26409,Glendive,MT,47.111617055998124,-104.59591267127459,1144.0,57.0415,0.21402,56.836,0.25632,57.11125,0.17093,0.0020745,0.0123838,0.0039538,0.0050511,0.0037653,0.7352538,29214.83,0.25994,4.291,0.21703,0.68814,0.0284241,2129.959,5.7934519,14.507478,11.65619,-0.0256677,0.0829807,1236.0,0.0798695,0.6231959,0.0085366,0.0181368,0.0065714,0.0033192266,0.0087129699,0.0101494,1.7509932,0.5416148,0.0009958,0.1433566,0.0848596,0.6062271,0.0270838
26410,Dickinson,ND,46.92187179599213,-102.71733741431383,2679.0,64.01925,0.15277,62.45675,0.18263,65.5245,0.12282,0.0017697,0.2190036,0.0158678,0.0093598,0.0191434,0.6586991,29908.72,0.31154,8.093,0.23061,0.66419,0.019242,1599.642,5.0795571,18.110334,10.28876,-0.0269243,0.0368677,1982.0,-0.0603815,0.6618877,0.0823243,0.258891,0.0060291,0.0099174163,0.0142678071,0.007848,1.2612914,0.8362705,0.0001475,0.1538462,0.0717396,0.5976118,0.0186057
26411,Sidney,ND,47.911750172595355,-103.56837601380597,2252.0,55.6295,0.32434,53.8555,0.36854,57.51675,0.27535,0.0008623,0.4807816,0.0087188,0.0053496,0.0071197,0.6366612,30292.0,0.29632,5.407,0.24225,0.66726,0.0227537,2384.618,6.2914386,14.364992,5.512258,-0.0186335,0.0453823,1920.0,-0.1845907,0.6199287,0.0419973,0.1601489,0.0063255,0.0103017926,0.0169729975,0.0139776,1.4210602,0.6584071,0.0008623,0.1811361,0.0811248,0.5934764,0.0305903
26412,Williston,ND,48.443619757454684,-103.38280619981504,2565.0,61.42575,0.19227,61.68,0.18348,61.1545,0.20098,0.0008647,0.0916694,0.0144765,0.0148553,0.0124159,0.701956,32277.37,0.32065,7.252,0.24813,0.6535,0.019037,1956.641,5.0929872,16.132797,9.651943,-0.0335456,0.041176,1592.0,-0.0053346,0.642578,0.0327223,0.0469559,0.0063699,0.0099645887,0.0107881084,0.0131875,1.3533407,0.8278432,0.0003294,0.186773,0.0901739,0.5842234,0.0333105
26501,Brookings,SD,44.293196939238555,-96.87946248609157,3214.0,53.75625,0.21161,54.85525,0.19233,52.56725,0.23261,0.0026335,0.1256485,0.0120261,0.0173582,0.0071327,0.6398721,30234.07,0.31682,9.071,0.22611,0.67,0.0294336,2273.041,4.7682928,15.548227,12.9722,-0.021681,0.0246124,1933.0,0.126678,0.7200013,0.1958721,1.104309,0.0068592,0.0169333005,0.0171548117,0.0194019,1.2618693,0.6630569,0.0003938,0.1508368,0.0625226,0.5249789,-0.0082277
26502,Madison,SD,44.02030783258573,-97.21836599826365,1345.0,54.305,0.30692,55.17875,0.34131,53.42875,0.27403,0.0026836,0.0172597,0.0220709,0.0179427,0.023142,0.6317204,30818.75,0.32321,9.604,0.22717,0.68576,0.0267547,2610.982,4.5471638,17.15045,13.98976,-0.0240934,0.0706215,1935.0,-0.0156563,0.6700417,0.1674393,0.198174,0.0060033,0.0139830508,0.019279661,0.0080429,2.2810784,0.7251412,0.0004237,0.1386861,0.0677169,0.5638437,0.0115997
26503,Sioux Falls,SD,43.505932090157536,-96.80073225435848,16116.0,49.384,0.26888,51.0155,0.27714,47.77175,0.25927,0.0121517,0.0823698,0.0758229,0.0634576,0.0872232,0.4391498,36624.38,0.38735,13.17,0.25565,0.59942,0.0279824,1706.508,5.1324525,17.273331,-0.6000126,-0.0039932,0.0398744,5666.39,0.0229504,0.7418825,0.1190676,0.4923665,0.0070152,0.0255196132,0.0194487365,0.0336842,1.6290626,0.6432637,0.0008691,0.1807951,0.0894455,0.5632534,0.0013435
26504,Watertown,SD,44.86807801032871,-97.16708155720414,3798.0,54.8025,0.24798,56.8615,0.21086,52.695,0.28496,0.0011478,0.0281612,0.0228267,0.0203503,0.0231481,0.594932,35142.73,0.33031,7.69,0.25341,0.68298,0.0273652,2099.188,4.9196216,17.409456,14.26026,-0.0127598,0.0249513,1980.0,0.376118,0.6927036,0.1989567,1.113247,0.0066349,0.0122012076,0.0147711962,0.0106444,1.7891194,0.8255402,0.0011228,0.1444786,0.0707756,0.6106068,0.0032775
26601,Milbank,MN,45.395728998901674,-96.563071938023,1850.0,56.08175,0.26015,58.04725,0.20113,54.03975,0.32199,0.0006741,0.0702862,0.0045346,0.003297,0.0034582,0.650214,34360.77,0.30954,6.661,0.24293,0.68634,0.0247326,5009.675,6.0520426,15.600026,11.6849,-0.0334526,,,,0.5963213,0.0783546,0.2579992,0.0067916,0.0043255997,0.0061232515,0.0095026,2.3391161,1.004157,0.0005618,0.1189118,0.056925,0.6345499,0.0145941
26602,Sisseton,SD,45.56927046549502,-97.2894334082628,1964.0,48.64725,0.36745,47.43975,0.36387,49.68025,0.37397,0.0010547,0.2626905,0.0114184,0.0163464,0.0044774,0.5632037,30613.08,0.29216,4.579,0.24637,0.61635,0.0259678,1563.121,5.0935403,13.904224,4.793709,-0.006081,0.0479409,,-0.1577282,0.5998566,0.0994341,0.7500843,0.0063094,0.0081499593,0.0092526008,0.007479,2.3311337,0.8310082,0.0005274,0.1708626,0.0782077,0.5789406,0.0058836
26603,East Corson UT,SD,45.932520955128204,-101.01065244004525,822.0,33.3845,0.34626,,,,,0.0006079,0.2337092,0.0135305,0.0112905,0.0124541,0.504604,17400.51,0.4565,14.908,0.30742,0.46465,0.0171922,1539.09,6.8534026,12.300553,-22.10246,0.0992526,0.2431611,17000.0,-0.2287557,0.5462315,0.0158103,5.16e-07,0.0060599,0.0092401216,0.01556231,0.0050563,-0.24351506,0.692766,0.0,0.3439099,0.1049174,0.4048423,0.0168025
26604,Mobridge,SD,45.54175066505216,-100.11650435581222,715.0,51.74825,0.37505,,,,,0.0002579,0.140697,0.0028564,0.0043023,0.0025407,0.7080196,31321.75,0.2715,4.955,0.22195,0.66279,0.0266878,1702.434,5.0901008,15.511962,19.04026,-0.0100166,,,,0.5931888,0.0292786,3.37e-07,0.0067365,0.0048994327,0.0061887571,0.0049196,2.3785098,0.8341929,0.0006447,0.188876,0.0826569,0.5794269,0.027007
26605,Aberdeen,SD,45.429667330494155,-98.53722532527972,4436.0,54.7185,0.1919,56.52225,0.18205,52.91,0.20084,0.0022338,0.0487584,0.0252344,0.0271289,0.0233632,0.6763889,33759.89,0.36582,10.84,0.25742,0.63621,0.030324,1759.469,5.0423171,15.441812,7.67647,-0.0144409,0.0378609,2465.82,-0.0136905,0.6561785,0.0937653,0.2745789,0.0068508,0.0083861808,0.0095977283,0.0076522,2.0630198,0.8623947,0.0006247,0.1536045,0.0753855,0.5908515,0.0054241
26701,Bemidji,MN,47.3161614375145,-95.2318455521826,9053.0,44.86275,0.35779,46.42075,0.36931,43.349,0.34652,0.00244,0.3174883,0.0268113,0.0274671,0.0246482,0.4486814,31567.29,0.39495,9.319,0.30176,0.57716,0.0207506,2723.08,7.1448763,16.532108,4.087255,0.0064985,0.039355,2810.25,0.0737185,0.6345986,0.1100853,0.5062153,0.0062162,0.018221352,0.0173850589,0.0137552,1.4431802,0.5644684,0.0010527,0.2112471,0.0870245,0.5703824,0.0080717
26702,Grafton,ND,48.60417052384772,-97.64488178962446,3062.0,56.7495,0.21514,57.51225,0.21325,56.02375,0.21483,0.0016082,0.0717511,0.0132534,0.0117642,0.0123869,0.5817688,34409.39,0.33695,9.879,0.23816,0.6594,0.0264798,2180.498,5.5610969,15.489639,8.880914,-0.0255609,0.0321647,13175.0,,0.6173794,0.1119579,0.0586075,0.0069915,0.0067224188,0.0115149566,0.0259434,2.4151606,0.8762625,0.000386,0.1236925,0.06696,0.6173882,0.0189672
26703,Thief River Falls,MN,48.144032756071326,-96.23198372113517,2722.0,54.8695,0.23922,57.15375,0.21631,52.614,0.26268,0.0015693,0.066745,0.0104845,0.0072816,0.0119852,0.5339999,32094.95,0.33585,9.085,0.245,0.67212,0.0218399,3712.601,6.9817222,15.592587,9.515816,-0.0320513,0.0713318,2427.08,-0.0905839,0.6477211,0.174247,0.2869665,0.0062432,0.0100934446,0.0132320422,0.016331,2.3380491,0.8260575,0.0004637,0.1643125,0.076773,0.5893617,0.0143058
26704,Grand Forks,ND,47.82536810809511,-97.04980838033984,9592.0,50.80875,0.27639,51.08175,0.29271,50.54725,0.25945,0.0089361,0.0771139,0.0541189,0.0516321,0.0560441,0.6134396,31651.47,0.3331,10.207,0.23103,0.6398,0.0215891,2039.431,5.7094086,16.821822,8.004281,-0.0167473,0.0277231,2732.88,0.0939789,0.680159,0.0744423,0.1682443,0.0063252,0.0186946116,0.0237679392,0.0268615,1.6117065,0.6738285,0.0005729,0.1807346,0.0736569,0.5323486,0.0022339
26801,Fargo,ND,46.82258620463797,-96.87905055026079,16083.0,50.44725,0.29493,51.6355,0.2991,49.227,0.29196,0.0063737,0.0562532,0.0651535,0.0559555,0.0738104,0.5183942,34084.59,0.36479,11.083,0.25396,0.59668,0.0202843,2262.824,6.2692762,17.185545,6.018217,-0.0136674,0.024161,2686.48,0.0543129,0.7213759,0.096186,0.1514025,0.0061117,0.0225180604,0.0199811544,0.0272303,1.8003606,0.6243833,0.0005219,0.1713243,0.0795135,0.533316,0.0032322
26802,Lisbon,ND,46.2390111240876,-97.9311882364119,1367.0,59.83,0.23696,60.79725,0.18777,58.831,0.28296,0.0011865,0.015079,0.0175107,0.0171288,0.0143619,0.6059008,35168.38,0.26803,6.895,0.19908,0.69913,0.0208799,1428.666,4.8790449,17.282155,10.80355,-0.0311627,0.0624493,5700.0,0.1372811,0.6469254,0.1920145,0.3182156,0.0069406,0.009617186,0.0144882283,0.0108578,2.6061769,0.8821582,0.0001873,0.100159,0.070004,0.6263012,0.0061948
26803,Jamestown,ND,46.88630826597625,-98.57154175329234,3277.0,56.4975,0.23618,59.23525,0.17969,53.79625,0.29425,0.0028137,0.0399106,0.0227984,0.0241098,0.0207125,0.6666861,32842.16,0.32889,8.37,0.24519,0.64831,0.0198356,1405.512,5.2573384,16.428817,10.25332,-0.0337905,0.052105,5550.68,0.0924911,0.6312259,0.1039848,0.3989665,0.0068354,0.0097436432,0.0128438933,0.009602,2.259876,0.7553668,0.0002605,0.1558326,0.0811936,0.5710996,0.0126134
26804,Cooperstown,ND,47.456991,-98.209448,,,,,,,,0.0,0.0392792,0.0007165,0.0013241,0.0006948,0.6154546,34889.81,0.40308,,,,0.0254211,1392.068,6.0706549,13.7103,,,,,,0.5829315,0.0927835,1.673199,,0.0061728395,0.0079883805,0.0086922,2.6946671,0.7458243,0.0,0.0859107,0.047259,0.6384688,0.0107604
26901,Fergus Falls,MN,46.083756115378506,-95.66726491143132,10322.0,52.7865,0.2807,53.18125,0.31313,52.358,0.2488,0.0029432,0.0954975,0.0169145,0.0197991,0.015515,0.5262953,36093.64,0.33477,8.518,0.24959,0.64825,0.0188793,2972.452,6.7131765,16.869276,15.814,-0.0028653,0.0255193,3214.7,0.0632573,0.6366826,0.1484402,0.4361161,0.0069836,0.0169193079,0.0153371102,0.0153483,2.7291703,0.7314347,0.0006723,0.1358496,0.0716757,0.6081548,0.0072486
26902,Little Falls,MN,46.1422623475749,-94.66647027603939,7089.0,51.9525,0.25678,53.349,0.24068,50.578,0.27204,0.0022476,0.0583291,0.0141739,0.012933,0.0149149,0.4352161,31850.94,0.30845,6.947001,0.23898,0.65924,0.0170181,2769.892,7.2267238,17.418924,7.154384,-0.0194021,,,,0.6425179,0.1950775,0.8764181,0.0062241,0.0225766274,0.0213883838,0.0125804,1.555984,0.6667335,0.0005865,0.1445132,0.0785423,0.6022235,0.0064904
27001,O'Neill,NE,42.52509941075571,-98.71201467684044,1599.0,57.44475,0.18647,59.30225,0.12545,55.7195,0.24346,0.0002017,0.0217504,0.0047216,0.0028267,0.0066733,0.6531482,31083.88,0.29642,6.285,0.23357,0.62829,0.0235842,1667.562,8.5652282,11.959684,10.01571,-0.0330221,,,,0.654021,0.0331416,0.0127421,0.0061103,0.0037647059,0.0053109244,0.0068761,1.310874,0.6880672,0.0003361,0.0967222,0.0599504,0.6492773,0.0134822
27002,Ord,NE,41.62910545849623,-98.88062064860442,976.0,57.8435,0.1883,60.01775,0.12475,,,0.002005,0.0247789,0.0023019,0.0028958,0.0028795,0.6583087,31042.35,0.36154,6.536,0.29618,0.5973,0.0317975,2683.88,6.895965,11.854302,9.689566,-0.0344194,,,,0.6296111,0.0374593,0.0823711,0.0059193,0.0,0.0063157895,0.0083772,0.83726797,0.8221554,0.0001003,0.1093489,0.0646109,0.6357073,0.0064675
27003,Ainsworth,NE,42.57761481342282,-99.72987045279643,518.0,56.486,0.23304,,,,,0.0001596,0.0390948,0.0054033,0.0035833,0.006751,0.6700835,30825.16,0.29141,5.895,0.23246,0.57091,0.0317254,2816.853,6.2736077,11.592333,0.1307596,,,,,0.6354251,0.0382993,1.279127,0.0067547,,,0.0082112,1.5482812,0.5451788,0.0,0.1371994,0.0763889,0.6388889,0.0027218
27004,Winner,SD,43.28238337995604,-99.58466485125784,1147.0,52.3025,0.28346,55.29975,0.23143,49.815,0.32544,0.0003564,0.0335066,0.0053007,0.0002212,0.0059521,0.6731831,29623.25,0.34589,7.011,0.27578,0.58608,0.0271539,1772.694,4.9640546,14.800486,16.80933,-0.0193737,,,,0.6272401,0.0140547,0.2131025,0.0071379,0.0012475495,0.0061486366,0.0048959,1.9783721,0.7046872,0.0007129,0.1217852,0.0711883,0.5998879,0.0262586
27005,Yankton,SD,42.81916444035561,-97.52516842511847,4372.0,57.622,0.2014,59.55825,0.17961,55.8925,0.21902,0.0064717,0.1482995,0.0165009,0.0115175,0.0157071,0.5825769,31086.26,0.30922,6.798,0.24124,0.67036,0.0249946,1860.062,6.3073014,16.198028,8.914333,-0.016838,0.0208764,9710.0,0.0707867,0.6361182,0.1423436,1.579903,0.0069169,0.0065551867,0.0115028914,0.0107055,1.3095073,0.7687731,0.0005219,0.1377066,0.0676176,0.6194828,0.0086407
27006,Mitchell,SD,43.724715075004724,-98.10356065675421,2505.0,52.27,0.2876,52.688,0.27864,51.8015,0.2981,0.0021005,0.0324629,0.0072439,0.0072686,0.0093017,0.6406648,33752.84,0.39555,13.422,0.26133,0.63924,0.0296414,1673.153,5.2519562,14.797533,15.04044,-0.0297644,0.0724296,4329.8,0.3368279,0.6671774,0.1332856,1.859817,0.0069966,0.0127476189,0.0148480788,0.0099056,2.0591327,0.786912,0.0008329,0.1507009,0.0766751,0.5865716,0.0029033
27007,Huron,SD,44.3687891799497,-98.29887433436502,1748.0,52.12225,0.28169,51.6385,0.35614,52.782,0.20804,0.0061083,0.0409631,0.0083716,0.0084403,0.0055962,0.6704858,35616.66,0.32908,8.42,0.24488,0.64908,0.0256435,1635.942,5.1201578,15.545826,7.178036,-0.01002,0.0517652,7200.0,,0.6487617,0.123877,0.0726971,0.0074825,0.0094212651,0.0196707734,0.0102387,3.5500816,0.7505435,0.0003624,0.1654961,0.090915,0.5941504,-0.0012758
27008,Parkston,SD,43.27812948261507,-98.19436136941198,1958.0,51.08525,0.32829,52.7715,0.34674,49.50875,0.31819,0.0009098,0.33268,0.011734,0.0129624,0.0060897,0.6125218,29594.07,0.33997,8.575,0.25422,0.63147,0.0279616,1538.862,4.7355529,14.062063,6.127352,-0.0265994,,,,0.5985801,0.0659038,0.0607413,0.0070188,0.0072786477,0.0085715654,0.006514,2.7743678,0.9026481,0.0008619,0.1400238,0.0549896,0.607647,0.0134027
27009,Chamberlain,SD,43.841126005881264,-99.36397692666789,1069.0,40.95175,0.46891,43.59425,0.47321,37.9395,0.46798,0.0016828,0.5537449,0.0561361,0.0676008,0.0386525,0.5997028,26745.55,0.37423,7.207,0.30216,0.56932,0.0247451,1366.201,5.1884229,13.201874,13.68642,-0.019293,,,,0.6429591,0.0232975,0.0482924,0.0066981,0.0033655124,0.0047825702,0.0046113,0.6815989,0.6963953,0.0007085,0.2420091,0.0806229,0.5305789,0.0034632
27010,Miller,SD,44.55561903753351,-99.12120575335122,402.0,,,,,,,0.0005543,0.3529672,0.0098092,0.011697,0.0126585,0.6972998,39611.15,0.2671,,,,0.0348906,1976.542,5.358224,14.27067,,,,,,0.6246513,0.0218197,0.0112015,,0.0038802661,0.0,0.0086484,3.3749859,0.7215447,0.0001848,0.1111111,0.0625776,0.6051651,-0.0065963
27011,Pierre,SD,44.438305400763554,-100.20846657139826,1923.0,46.671,0.39176,49.2975,0.39942,44.33325,0.37617,0.001682,0.0794346,0.015801,0.0138174,0.0169108,0.7666386,38652.54,0.344,7.779,0.26621,0.60879,0.0269656,1942.68,5.0987107,17.675302,8.611669,0.0067086,,,,0.7394846,0.0152431,0.0211426,0.007694,0.0123504253,0.0125426498,0.0117365,5.266008,0.6994089,0.0005767,0.1838791,0.0980416,0.6158646,0.0022002
27012,Gettysburg,SD,45.049614,-99.929979,284.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.7292576,37190.4,0.30046,,,,0.0298962,1831.975,6.6932827,14.184135,,,,,,0.6141328,0.0472496,0.0515202,,0.0,0.0063126625,0.0040733,4.5549818,1.158188,0.0003713,0.0835821,0.0741206,0.6553602,0.0060917
27101,Willmar,MN,45.068087632013544,-95.43105063387381,7909.0,51.92075,0.28519,52.93925,0.29113,50.87775,0.28035,0.0062651,0.1809027,0.0235246,0.0224462,0.0251586,0.5494454,35795.2,0.31292,7.697001,0.23595,0.65879,0.0175592,3638.411,7.8626316,16.501911,5.464122,-0.0121797,0.0234208,2231.99,0.0463105,0.6544192,0.1575847,2.415233,0.0072754,0.0095557065,0.0122022625,0.0246297,2.6264035,0.8436775,0.0009017,0.1479494,0.0735346,0.5946566,0.0072836
27102,Marshall,MN,44.18926419399338,-96.0500284105164,4939.0,55.25975,0.25475,56.53175,0.25299,54.0165,0.25526,0.008471,0.0885729,0.0174634,0.0121017,0.0204672,0.6209962,34330.34,0.33075,9.089999,0.23985,0.66054,0.0201799,3783.342,6.325285,16.295091,11.33177,-0.0172113,0.0194288,2790.0,0.0289625,0.6880509,0.1754895,0.7293672,0.0070525,0.0088983874,0.0141830192,0.0273802,2.8433023,0.8076549,0.0002914,0.1350653,0.0546055,0.6081184,0.0031884
27201,Sioux Center,IA,43.144347815022954,-96.04074568866822,5774.0,58.29325,0.24169,59.46225,0.24629,57.185,0.23396,0.0019503,0.0474057,0.0066682,0.0048225,0.0060976,0.628929,32542.37,0.33036,13.264,0.19772,0.73376,0.0231552,2097.366,6.0030119,14.89428,10.51353,-0.0308979,0.0513224,10233.2,0.1950576,0.6895932,0.1879031,1.406851,0.0073752,0.0083826599,0.0102131591,0.0227501,2.8196852,0.9283368,0.000633,0.0820834,0.0422682,0.6343694,0.0045797
27202,Worthington,MN,43.75342116595543,-95.4916280623819,5110.0,54.33975,0.27387,55.2975,0.28146,53.3085,0.26718,0.0045669,0.1929318,0.00997,0.0063901,0.0102821,0.5888279,34678.46,0.27073,6.866,0.20207,0.71311,0.0202009,3025.409,6.8480716,15.891405,8.615917,-0.0181728,,,,0.6530238,0.1932738,0.3217441,0.0069596,0.0041863159,0.0098452883,0.0431548,2.8129194,0.8635393,0.0013734,0.1321642,0.0588858,0.626855,0.0044709
27301,Spencer,IA,43.19093484433397,-94.78937200557048,5338.0,53.884,0.26592,55.316,0.25192,52.4155,0.27974,0.0012765,0.0214514,0.0117621,0.0091895,0.0130472,0.5977592,38060.72,0.36999,12.545,0.24454,0.68411,0.0263246,2689.3,6.2712503,14.551285,9.50328,-0.0333299,,,,0.6571213,0.1861194,0.7827518,0.007514,0.0084116126,0.009540798,0.0113553,1.8206026,0.7805289,0.000491,0.1469337,0.0773651,0.6115883,0.01446
27302,Fairmont,MN,43.606183509626604,-94.37863653370283,4649.0,52.0165,0.2943,53.26425,0.31917,50.77725,0.27329,0.0024077,0.0522507,0.0169203,0.0211151,0.0129203,0.5756367,35647.91,0.29377,7.086,0.22291,0.69538,0.0218201,3270.012,7.6651361,15.263044,9.025793,-0.0130805,0.020404,2016.0,0.0577772,0.6480948,0.2068149,1.773654,0.0067041,0.0093858396,0.0120995715,0.0163433,2.8600454,0.8778005,0.000959,0.1565581,0.0727686,0.608053,0.0074544
27401,Storm Lake,IA,42.59595879264684,-95.31256133428916,4657.0,54.79675,0.30351,56.03375,0.30367,53.64625,0.29973,0.002632,0.216598,0.0082863,0.0066888,0.0096256,0.6142766,34279.39,0.31761,8.243999,0.23517,0.69194,0.0230055,1936.276,6.030377,13.596302,4.719865,-0.033213,0.0189351,17176.0,0.2064508,0.6436144,0.1895988,0.7046303,0.0071104,0.0074036204,0.0106225858,0.0533288,2.0776703,0.7407786,0.0004923,0.1463921,0.0690666,0.5969461,0.0036321
